booking_id,customer_id,hotel_id,room_id,created_at,checkin_date,checkout_date,nights,currency,total_amount,status,source
B002611,C01912,H001,H001-R015,2025-02-03,2025-02-15,2025-02-20,5,GBP,617.14,cancelled,expedia
B002612,C02521,H006,H006-R025,2025-05-29,2025-06-04,2025-06-07,3,USD,613.77,confirmed,walk_in
B002613,C01687,H004,H004-R001,2025-04-26,2025-05-21,2025-05-25,4,EUR,889.56,checked_out,mobile
B002614,C00126,H002,H002-R006,2025-05-27,2025-05-30,2025-05-31,1,EUR,152.78,confirmed,walk_in
B002615,C01590,H007,H007-R019,2025-01-11,2025-01-19,2025-01-20,1,USD,164.65,checked_out,booking.com
B002616,C01331,H008,H008-R003,2025-05-18,2025-06-01,2025-06-03,2,EUR,342.24,checked_out,walk_in
B002617,C02360,H002,H002-R004,2025-05-25,2025-06-17,2025-06-22,5,EUR,867.34,confirmed,booking.com
B002618,C01212,H006,H006-R004,2025-03-29,2025-04-16,2025-04-21,5,EUR,1042.04,confirmed,booking.com
B002619,C02227,H007,H007-R017,2025-04-05,2025-04-10,2025-04-17,7,EUR,1544.29,confirmed,web
B002620,C00577,H003,H003-R025,2025-06-20,2025-07-09,2025-07-10,1,EUR,178.11,confirmed,booking.com
B002621,C00336,H002,H002-R014,2025-07-13,2025-07-26,2025-07-30,4,EUR,735.91,checked_out,mobile
B002622,C00088,H003,H003-R015,2025-03-08,2025-03-14,2025-03-17,3,USD,535.04,confirmed,mobile
B002623,C00476,H003,H003-R012,2025-04-10,2025-05-05,2025-05-09,4,EUR,670.66,confirmed,walk_in
B002624,C01766,H002,H002-R024,2025-03-07,2025-03-21,2025-03-23,2,USD,351.91,confirmed,expedia
B002625,C02374,H006,H006-R022,2025-02-07,2025-02-16,2025-02-21,5,USD,665.04,confirmed,mobile
B002626,C00846,H001,H001-R022,2025-01-16,2025-01-17,2025-01-19,2,USD,279.18,confirmed,web
B002627,C01643,H005,H005-R008,2025-05-11,2025-06-03,2025-06-04,1,USD,178.52,confirmed,mobile
B002628,C00622,H005,H005-R014,2025-04-24,2025-05-01,2025-05-02,1,EUR,164.46,confirmed,walk_in
B002629,C02479,H008,H008-R018,2025-02-07,2025-02-25,2025-03-02,5,EUR,919.11,cancelled,web
B002630,C00495,H006,H006-R011,2025-03-24,2025-04-06,2025-04-11,5,EUR,703.19,checked_out,expedia
B002631,C00417,H008,H008-R021,2025-02-15,2025-03-03,2025-03-09,6,GBP,733.47,confirmed,booking.com
B002632,C02587,H004,H004-R004,2025-01-28,2025-02-18,2025-02-21,3,EUR,579.78,confirmed,booking.com
B002633,C00909,H006,H006-R006,2025-03-16,2025-04-10,2025-04-12,2,EUR,409.76,confirmed,walk_in
B002634,C01819,H007,H007-R023,2025-03-29,2025-04-17,2025-04-18,1,USD,169.58,confirmed,expedia
B002635,C01919,H002,H002-R007,2025-01-15,2025-02-06,2025-02-08,2,EUR,259.3,no_show,expedia
B002636,C01386,H005,H005-R008,2025-05-21,2025-06-02,2025-06-06,4,EUR,539.75,checked_out,web
B002637,C02716,H008,H008-R008,2025-06-25,2025-07-01,2025-07-05,4,EUR,823.81,confirmed,web
B002638,C02784,H008,H008-R004,2025-01-23,2025-01-28,2025-01-29,1,EUR,130.63,checked_out,booking.com
B002639,C00679,H003,H003-R017,2025-01-07,2025-01-10,2025-01-12,2,USD,378.54,confirmed,expedia
B002640,C00091,H007,H007-R012,2025-01-08,2025-01-22,2025-01-23,1,GBP,209.84,confirmed,expedia
B002641,C01019,H005,H005-R013,2025-04-27,2025-05-08,2025-05-13,5,EUR,747.29,confirmed,walk_in
B002642,C01220,H005,H005-R015,2025-03-15,2025-03-15,2025-03-18,3,EUR,360.19,confirmed,mobile
B002643,C02210,H006,H006-R013,2025-01-13,2025-01-26,2025-01-28,2,EUR,395.06,confirmed,walk_in
B002644,C00539,H004,H004-R024,2025-01-17,2025-02-08,2025-02-11,3,EUR,565.5,confirmed,expedia
B002645,C02380,H001,H001-R024,2025-03-07,2025-03-22,2025-03-23,1,EUR,215.8,confirmed,mobile
B002646,C01199,H008,H008-R012,2025-05-25,2025-05-30,2025-06-02,3,EUR,511.68,checked_out,web
B002647,C01523,H004,H004-R024,2025-03-10,2025-03-26,2025-03-27,1,USD,136.16,checked_out,expedia
B002648,C01186,H004,H004-R019,2025-01-20,2025-01-23,2025-01-29,6,EUR,1219.51,cancelled,walk_in
B002649,C02017,H001,H001-R025,2025-05-26,2025-06-16,2025-06-22,6,EUR,1191.06,confirmed,web
B002650,C00790,H002,H002-R015,2025-03-22,2025-03-29,2025-04-01,3,EUR,563.4,no_show,web
B002651,C01480,H001,H001-R012,2025-05-02,2025-05-06,2025-05-10,4,EUR,864.93,cancelled,web
B002652,C02573,H004,H004-R010,2025-06-04,2025-06-25,2025-06-28,3,EUR,666.07,confirmed,mobile
B002653,C00041,H008,H008-R020,2025-06-23,2025-07-17,2025-07-21,4,EUR,667.69,checked_out,web
B002654,C01044,H007,H007-R007,2025-05-11,2025-05-22,2025-05-23,1,EUR,122.26,checked_out,expedia
B002655,C00612,H005,H005-R004,2025-03-29,2025-04-18,2025-04-23,5,EUR,952.3,checked_out,walk_in
B002656,C02650,H003,H003-R020,2025-01-06,2025-01-09,2025-01-12,3,USD,575.64,confirmed,booking.com
B002657,C02764,H007,H007-R018,2025-07-03,2025-07-11,2025-07-17,6,EUR,1319.4,checked_out,walk_in
B002658,C00425,H007,H007-R023,2025-02-09,2025-02-17,2025-02-19,2,EUR,444.79,confirmed,walk_in
B002659,C01735,H003,H003-R025,2025-03-25,2025-03-27,2025-03-31,4,EUR,647.75,checked_out,walk_in
B002660,C02081,H005,H005-R015,2025-07-11,2025-08-01,2025-08-07,6,USD,920.43,checked_out,booking.com
B002661,C01604,H007,H007-R020,2025-06-14,2025-06-22,2025-06-25,3,EUR,484.44,confirmed,web
B002662,C00528,H007,H007-R019,2025-03-05,2025-03-23,2025-03-26,3,EUR,552.34,confirmed,expedia
B002663,C01392,H002,H002-R019,2025-05-28,2025-06-10,2025-06-12,2,EUR,343.43,no_show,mobile
B002664,C00643,H006,H006-R005,2025-03-24,2025-04-10,2025-04-15,5,USD,989.24,checked_out,mobile
B002665,C01892,H007,H007-R004,2025-05-12,2025-05-21,2025-05-28,7,GBP,880.86,checked_out,booking.com
B002666,C01308,H008,H008-R010,2025-05-03,2025-05-26,2025-06-01,6,USD,1028.63,confirmed,expedia
B002667,C00468,H003,H003-R020,2025-04-13,2025-04-24,2025-04-30,6,EUR,883.35,confirmed,mobile
B002668,C02822,H008,H008-R013,2025-02-03,2025-02-16,2025-02-21,5,EUR,953.13,confirmed,walk_in
B002669,C00393,H005,H005-R018,2025-05-26,2025-06-12,2025-06-17,5,EUR,597.88,checked_out,web
B002670,C00131,H008,H008-R006,2025-01-06,2025-01-30,2025-01-31,1,EUR,209.85,confirmed,mobile
B002671,C01480,H006,H006-R021,2025-01-29,2025-02-07,2025-02-11,4,EUR,646.24,confirmed,web
B002672,C00592,H002,H002-R021,2025-05-06,2025-05-26,2025-05-27,1,EUR,120.64,checked_out,mobile
B002673,C01611,H003,H003-R008,2025-04-30,2025-05-04,2025-05-06,2,EUR,416.35,confirmed,booking.com
B002674,C01543,H003,H003-R017,2025-06-21,2025-07-13,2025-07-14,1,EUR,171.02,checked_out,booking.com
B002675,C02301,H002,H002-R005,2025-06-16,2025-06-26,2025-06-29,3,EUR,361.05,cancelled,walk_in
B002676,C01584,H002,H002-R017,2025-06-17,2025-07-09,2025-07-11,2,EUR,352.48,checked_out,booking.com
B002677,C02187,H004,H004-R021,2025-04-19,2025-04-29,2025-05-01,2,EUR,367.03,confirmed,web
B002678,C00714,H004,H004-R009,2025-02-28,2025-03-15,2025-03-18,3,EUR,399.71,checked_out,web
B002679,C01435,H006,H006-R011,2025-06-19,2025-06-30,2025-07-02,2,EUR,414.25,checked_out,expedia
B002680,C01623,H008,H008-R018,2025-07-16,2025-07-26,2025-07-29,3,EUR,543.56,confirmed,expedia
B002681,C02589,H004,H004-R014,2025-05-15,2025-06-02,2025-06-05,3,EUR,575.29,checked_out,web
B002682,C01873,H008,H008-R012,2025-01-31,2025-02-24,2025-02-28,4,USD,872.54,confirmed,booking.com
B002683,C02856,H002,H002-R023,2025-02-11,2025-02-15,2025-02-16,1,GBP,132.95,confirmed,walk_in
B002684,C00201,H005,H005-R010,2025-02-22,2025-03-05,2025-03-06,1,EUR,141.61,confirmed,booking.com
B002685,C00257,H004,H004-R009,2025-03-26,2025-04-01,2025-04-07,6,EUR,1152.5,confirmed,booking.com
B002686,C02474,H007,H007-R017,2025-05-27,2025-06-14,2025-06-16,2,EUR,279.96,confirmed,web
B002687,C02727,H006,H006-R012,2025-06-26,2025-07-21,2025-07-24,3,EUR,368.09,checked_out,walk_in
B002688,C00362,H005,H005-R002,2025-05-19,2025-05-30,2025-06-02,3,EUR,423.07,checked_out,web
B002689,C02246,H002,H002-R012,2025-04-28,2025-05-04,2025-05-06,2,GBP,324.13,checked_out,walk_in
B002690,C02771,H002,H002-R016,2025-06-12,2025-07-02,2025-07-05,3,USD,507.31,confirmed,expedia
B002691,C02375,H005,H005-R011,2025-01-21,2025-02-12,2025-02-15,3,EUR,640.39,confirmed,expedia
B002692,C01863,H007,H007-R020,2025-04-04,2025-04-05,2025-04-08,3,USD,445.81,checked_out,booking.com
B002693,C01019,H005,H005-R005,2025-06-19,2025-06-23,2025-06-26,3,EUR,360.7,checked_out,walk_in
B002694,C01545,H005,H005-R024,2025-01-02,2025-01-02,2025-01-03,1,EUR,197.49,confirmed,walk_in
B002695,C01837,H004,H004-R018,2025-01-03,2025-01-03,2025-01-10,7,EUR,1464.17,confirmed,mobile
B002696,C01915,H001,H001-R008,2025-01-03,2025-01-20,2025-01-22,2,EUR,394.57,cancelled,booking.com
B002697,C02390,H004,H004-R003,2025-03-20,2025-04-05,2025-04-07,2,EUR,311.17,no_show,booking.com
B002698,C02258,H005,H005-R013,2025-03-20,2025-03-21,2025-03-22,1,EUR,147.37,confirmed,walk_in
B002699,C00101,H007,H007-R025,2025-07-06,2025-07-14,2025-07-16,2,EUR,441.21,confirmed,mobile
B002700,C02234,H008,H008-R022,2025-01-14,2025-01-19,2025-01-24,5,USD,1082.51,confirmed,web
B002701,C02334,H003,H003-R007,2025-01-15,2025-01-20,2025-01-25,5,EUR,1000.55,checked_out,booking.com
B002702,C00001,H001,H001-R003,2025-05-08,2025-05-29,2025-06-02,4,EUR,620.18,confirmed,booking.com
B002703,C01454,H006,H006-R018,2025-02-27,2025-03-02,2025-03-03,1,EUR,153.74,confirmed,walk_in
B002704,C02635,H002,H002-R014,2025-05-28,2025-06-09,2025-06-12,3,EUR,391.89,no_show,walk_in
B002705,C02896,H007,H007-R019,2025-01-30,2025-02-13,2025-02-16,3,USD,559.49,checked_out,walk_in
B002706,C02502,H002,H002-R003,2025-05-09,2025-05-26,2025-05-29,3,EUR,625.61,confirmed,booking.com
B002707,C00471,H008,H008-R001,2025-01-27,2025-02-16,2025-02-17,1,GBP,206.14,checked_out,web
B002708,C00877,H006,H006-R018,2025-02-25,2025-03-17,2025-03-21,4,EUR,789.38,confirmed,expedia
B002709,C01668,H006,H006-R024,2025-06-07,2025-06-22,2025-06-25,3,EUR,649.36,checked_out,web
B002710,C02038,H007,H007-R015,2025-02-19,2025-03-14,2025-03-16,2,EUR,248.05,confirmed,expedia
B002711,C02108,H005,H005-R015,2025-02-12,2025-03-09,2025-03-14,5,EUR,1051.79,confirmed,web
B002712,C01205,H004,H004-R025,2025-04-09,2025-04-21,2025-04-23,2,EUR,342.32,confirmed,web
B002713,C01058,H002,H002-R006,2025-02-15,2025-02-22,2025-02-27,5,USD,1093.2,confirmed,web
B002714,C02984,H001,H001-R007,2025-01-23,2025-01-29,2025-02-03,5,EUR,983.12,checked_out,walk_in
B002715,C01369,H003,H003-R010,2025-07-08,2025-07-10,2025-07-12,2,EUR,433.13,confirmed,web
B002716,C02526,H001,H001-R023,2025-04-11,2025-05-02,2025-05-04,2,USD,307.02,confirmed,web
B002717,C02966,H007,H007-R002,2025-04-05,2025-04-07,2025-04-10,3,EUR,651.6,cancelled,expedia
B002718,C01055,H001,H001-R024,2025-07-10,2025-07-26,2025-07-31,5,EUR,648.78,confirmed,web
B002719,C02625,H004,H004-R004,2025-03-25,2025-04-04,2025-04-06,2,EUR,343.09,cancelled,expedia
B002720,C00805,H004,H004-R005,2025-01-20,2025-01-29,2025-01-30,1,EUR,130.89,confirmed,walk_in
B002721,C01271,H005,H005-R022,2025-03-12,2025-03-19,2025-03-22,3,EUR,391.85,confirmed,mobile
B002722,C02521,H002,H002-R012,2025-02-24,2025-03-20,2025-03-24,4,EUR,832.21,no_show,expedia
B002723,C02447,H006,H006-R008,2025-06-08,2025-06-21,2025-06-27,6,EUR,1165.78,checked_out,booking.com
B002724,C02209,H003,H003-R001,2025-04-08,2025-04-14,2025-04-16,2,EUR,313.59,cancelled,mobile
B002725,C01320,H003,H003-R012,2025-06-15,2025-07-10,2025-07-12,2,EUR,402.36,confirmed,walk_in
B002726,C02437,H005,H005-R015,2025-01-08,2025-02-01,2025-02-07,6,EUR,716.15,checked_out,expedia
B002727,C02295,H005,H005-R019,2025-04-08,2025-04-12,2025-04-13,1,GBP,190.97,confirmed,web
B002728,C00552,H006,H006-R003,2025-06-15,2025-06-17,2025-06-19,2,USD,347.37,confirmed,mobile
B002729,C02905,H008,H008-R022,2025-05-28,2025-06-08,2025-06-11,3,EUR,437.33,confirmed,expedia
B002730,C01758,H003,H003-R016,2025-01-27,2025-01-31,2025-02-07,7,EUR,918.65,checked_out,expedia
B002731,C01174,H007,H007-R010,2025-06-16,2025-06-28,2025-06-30,2,USD,238.5,confirmed,mobile
B002732,C01813,H001,H001-R019,2025-04-12,2025-04-23,2025-04-25,2,USD,416.9,confirmed,expedia
B002733,C01031,H003,H003-R016,2025-06-12,2025-07-03,2025-07-08,5,EUR,785.25,cancelled,booking.com
B002734,C01572,H002,H002-R022,2025-04-19,2025-05-06,2025-05-11,5,USD,644.04,checked_out,web
B002735,C00262,H002,H002-R024,2025-01-25,2025-02-11,2025-02-14,3,EUR,455.79,confirmed,web
B002736,C00093,H004,H004-R021,2025-06-08,2025-06-29,2025-07-03,4,EUR,562.03,confirmed,walk_in
B002737,C00199,H006,H006-R014,2025-06-28,2025-07-07,2025-07-13,6,GBP,1094.92,checked_out,walk_in
B002738,C00262,H006,H006-R023,2025-02-08,2025-02-22,2025-02-23,1,USD,157.66,checked_out,booking.com
B002739,C02755,H008,H008-R012,2025-04-17,2025-04-30,2025-05-02,2,GBP,350.03,confirmed,walk_in
B002740,C01058,H008,H008-R011,2025-05-22,2025-05-23,2025-05-25,2,USD,352.57,cancelled,mobile
B002741,C01220,H004,H004-R005,2025-03-21,2025-03-26,2025-03-30,4,EUR,872.54,checked_out,booking.com
B002742,C02118,H003,H003-R006,2025-07-02,2025-07-04,2025-07-05,1,EUR,208.37,confirmed,walk_in
B002743,C01146,H004,H004-R002,2025-04-14,2025-05-09,2025-05-11,2,EUR,315.1,checked_out,mobile
B002744,C01341,H002,H002-R001,2025-01-08,2025-01-27,2025-02-03,7,EUR,1122.82,checked_out,mobile
B002745,C00110,H008,H008-R005,2025-03-11,2025-03-14,2025-03-18,4,GBP,875.6,checked_out,booking.com
B002746,C00028,H003,H003-R007,2025-05-27,2025-06-15,2025-06-16,1,EUR,213.22,confirmed,mobile
B002747,C01186,H006,H006-R005,2025-05-19,2025-06-07,2025-06-09,2,EUR,298.29,confirmed,web
B002748,C01374,H002,H002-R013,2025-05-20,2025-05-27,2025-05-31,4,EUR,683.4,confirmed,walk_in
B002749,C01397,H005,H005-R024,2025-04-28,2025-05-03,2025-05-05,2,EUR,403.69,confirmed,booking.com
B002750,C00394,H003,H003-R005,2025-06-07,2025-06-30,2025-07-03,3,EUR,543.43,checked_out,booking.com
B002751,C00610,H006,H006-R025,2025-05-18,2025-06-12,2025-06-13,1,EUR,220.81,confirmed,expedia
B002752,C02009,H001,H001-R024,2025-04-01,2025-04-09,2025-04-13,4,EUR,583.78,cancelled,mobile
B002753,C00777,H007,H007-R010,2025-04-16,2025-04-30,2025-05-02,2,USD,285.21,no_show,expedia
B002754,C02510,H004,H004-R020,2025-03-25,2025-03-26,2025-03-27,1,EUR,162.75,checked_out,booking.com
B002755,C02349,H002,H002-R006,2025-04-08,2025-04-17,2025-04-19,2,USD,436.16,confirmed,expedia
B002756,C00457,H006,H006-R014,2025-06-02,2025-06-21,2025-06-28,7,EUR,897.02,checked_out,walk_in
B002757,C00536,H008,H008-R002,2025-03-10,2025-04-03,2025-04-08,5,EUR,1092.08,confirmed,mobile
B002758,C01254,H007,H007-R019,2025-04-14,2025-05-03,2025-05-07,4,EUR,722.11,no_show,walk_in
B002759,C01080,H007,H007-R022,2025-03-31,2025-04-01,2025-04-02,1,USD,190.11,checked_out,booking.com
B002760,C00292,H008,H008-R007,2025-06-14,2025-06-22,2025-06-26,4,EUR,487.54,confirmed,walk_in
B002761,C01783,H005,H005-R007,2025-05-28,2025-06-15,2025-06-18,3,EUR,583.31,confirmed,walk_in
B002762,C02362,H002,H002-R010,2025-01-11,2025-01-11,2025-01-12,1,USD,178.41,checked_out,booking.com
B002763,C00486,H004,H004-R023,2025-07-09,2025-07-20,2025-07-26,6,EUR,1135.28,checked_out,booking.com
B002764,C00592,H004,H004-R023,2025-07-12,2025-07-30,2025-08-01,2,GBP,296.12,checked_out,web
B002765,C02831,H005,H005-R002,2025-03-15,2025-03-24,2025-03-31,7,USD,1060.97,cancelled,expedia
B002766,C00767,H007,H007-R022,2025-04-07,2025-04-13,2025-04-14,1,EUR,163.88,checked_out,booking.com
B002767,C02855,H008,H008-R011,2025-01-28,2025-02-09,2025-02-11,2,USD,423.91,confirmed,booking.com
B002768,C02263,H004,H004-R007,2025-03-25,2025-03-25,2025-03-28,3,EUR,572.99,checked_out,expedia
B002769,C00529,H008,H008-R001,2025-06-10,2025-06-28,2025-06-29,1,EUR,207.65,checked_out,web
B002770,C02281,H006,H006-R016,2025-03-13,2025-03-20,2025-03-22,2,EUR,388.31,cancelled,expedia
B002771,C00035,H006,H006-R003,2025-03-17,2025-04-08,2025-04-10,2,EUR,426.52,checked_out,booking.com
B002772,C01840,H007,H007-R009,2025-04-01,2025-04-05,2025-04-07,2,EUR,408.18,confirmed,web
B002773,C01302,H005,H005-R014,2025-04-01,2025-04-01,2025-04-07,6,USD,800.17,confirmed,booking.com
B002774,C01828,H006,H006-R018,2025-01-24,2025-02-03,2025-02-05,2,EUR,295.66,checked_out,web
B002775,C01180,H003,H003-R021,2025-05-23,2025-06-03,2025-06-06,3,GBP,380.99,confirmed,mobile
B002776,C00963,H006,H006-R021,2025-01-22,2025-02-12,2025-02-16,4,USD,845.05,no_show,web
B002777,C01538,H005,H005-R017,2025-06-10,2025-06-24,2025-06-28,4,EUR,846.58,cancelled,mobile
B002778,C01856,H008,H008-R018,2025-06-21,2025-07-05,2025-07-06,1,EUR,180.68,confirmed,web
B002779,C00260,H008,H008-R020,2025-01-02,2025-01-07,2025-01-13,6,GBP,1061.07,checked_out,expedia
B002780,C02830,H004,H004-R003,2025-07-13,2025-07-23,2025-07-30,7,USD,1051.73,confirmed,walk_in
B002781,C00572,H002,H002-R002,2025-02-15,2025-03-09,2025-03-11,2,EUR,402.0,confirmed,expedia
B002782,C02778,H008,H008-R009,2025-07-10,2025-07-20,2025-07-25,5,EUR,1091.02,checked_out,mobile
B002783,C00856,H005,H005-R024,2025-03-21,2025-04-01,2025-04-07,6,EUR,1247.51,confirmed,booking.com
B002784,C00568,H008,H008-R006,2025-03-06,2025-03-29,2025-04-02,4,USD,506.22,confirmed,booking.com
B002785,C01574,H002,H002-R010,2025-02-21,2025-03-05,2025-03-07,2,EUR,323.69,confirmed,expedia
B002786,C00397,H004,H004-R014,2025-06-25,2025-06-28,2025-07-02,4,EUR,803.99,checked_out,mobile
B002787,C01563,H005,H005-R010,2025-03-10,2025-03-17,2025-03-19,2,USD,412.08,confirmed,walk_in
B002788,C01914,H004,H004-R009,2025-05-26,2025-06-19,2025-06-24,5,GBP,926.89,confirmed,expedia
B002789,C00641,H001,H001-R022,2025-05-27,2025-06-01,2025-06-07,6,EUR,1270.69,confirmed,expedia
B002790,C01942,H007,H007-R011,2025-01-14,2025-01-25,2025-01-29,4,EUR,547.4,cancelled,booking.com
B002791,C00587,H003,H003-R007,2025-07-04,2025-07-04,2025-07-09,5,EUR,869.11,confirmed,web
B002792,C01548,H004,H004-R002,2025-06-26,2025-06-29,2025-06-30,1,GBP,145.07,confirmed,web
B002793,C00514,H007,H007-R010,2025-04-19,2025-05-03,2025-05-05,2,EUR,273.58,checked_out,expedia
B002794,C01769,H003,H003-R009,2025-03-22,2025-04-16,2025-04-18,2,USD,318.18,confirmed,booking.com
B002795,C02905,H006,H006-R014,2025-02-17,2025-02-18,2025-02-22,4,EUR,872.76,checked_out,expedia
B002796,C02664,H003,H003-R011,2025-03-07,2025-03-17,2025-03-20,3,EUR,388.44,confirmed,mobile
B002797,C02876,H006,H006-R025,2025-07-12,2025-08-04,2025-08-07,3,EUR,588.51,confirmed,expedia
B002798,C02790,H006,H006-R007,2025-01-24,2025-02-06,2025-02-10,4,EUR,582.16,confirmed,web
B002799,C00044,H001,H001-R022,2025-05-31,2025-06-04,2025-06-05,1,EUR,149.43,checked_out,mobile
B002800,C00317,H006,H006-R011,2025-03-07,2025-03-23,2025-03-26,3,EUR,617.58,confirmed,expedia
B002801,C02271,H007,H007-R010,2025-02-04,2025-02-23,2025-02-24,1,EUR,179.72,confirmed,web
B002802,C02508,H004,H004-R004,2025-01-29,2025-02-08,2025-02-13,5,USD,944.23,checked_out,walk_in
B002803,C00509,H001,H001-R024,2025-05-29,2025-06-01,2025-06-04,3,EUR,558.86,checked_out,walk_in
B002804,C00518,H008,H008-R010,2025-05-01,2025-05-25,2025-05-29,4,USD,744.48,confirmed,walk_in
B002805,C02053,H003,H003-R010,2025-06-09,2025-07-02,2025-07-03,1,EUR,124.53,checked_out,walk_in
B002806,C01047,H006,H006-R010,2025-03-08,2025-03-29,2025-03-31,2,USD,282.84,checked_out,walk_in
B002807,C01403,H007,H007-R010,2025-02-15,2025-03-04,2025-03-09,5,EUR,1012.09,checked_out,web
B002808,C00176,H003,H003-R018,2025-04-11,2025-04-27,2025-05-01,4,EUR,688.89,confirmed,web
B002809,C00668,H006,H006-R020,2025-02-14,2025-02-23,2025-02-26,3,EUR,622.97,checked_out,expedia
B002810,C01652,H006,H006-R006,2025-04-24,2025-04-24,2025-04-25,1,EUR,199.9,confirmed,expedia
B002811,C02028,H002,H002-R024,2025-06-30,2025-07-23,2025-07-26,3,EUR,612.49,checked_out,mobile
B002812,C02804,H001,H001-R006,2025-03-17,2025-03-21,2025-03-27,6,USD,1302.28,confirmed,web
B002813,C00561,H005,H005-R011,2025-01-12,2025-01-26,2025-02-02,7,EUR,1534.4,checked_out,expedia
B002814,C02160,H005,H005-R012,2025-07-10,2025-07-28,2025-08-02,5,GBP,703.06,confirmed,web
B002815,C01960,H002,H002-R021,2025-02-09,2025-02-23,2025-02-26,3,USD,470.69,cancelled,mobile
B002816,C01352,H007,H007-R003,2025-01-04,2025-01-17,2025-01-20,3,EUR,549.07,confirmed,web
B002817,C02580,H002,H002-R005,2025-04-03,2025-04-04,2025-04-09,5,EUR,797.64,confirmed,expedia
B002818,C01206,H002,H002-R017,2025-06-13,2025-06-27,2025-07-01,4,GBP,609.22,confirmed,web
B002819,C02631,H006,H006-R021,2025-06-03,2025-06-16,2025-06-17,1,EUR,211.18,cancelled,booking.com
B002820,C01837,H007,H007-R014,2025-07-08,2025-07-12,2025-07-19,7,USD,1098.99,confirmed,web
B002821,C00746,H008,H008-R016,2025-04-27,2025-05-19,2025-05-20,1,EUR,218.81,confirmed,booking.com
B002822,C00622,H005,H005-R020,2025-01-23,2025-01-28,2025-01-29,1,EUR,137.1,confirmed,expedia
B002823,C01922,H005,H005-R002,2025-04-05,2025-04-05,2025-04-08,3,EUR,586.91,confirmed,expedia
B002824,C02065,H001,H001-R022,2025-06-25,2025-07-16,2025-07-19,3,EUR,629.2,cancelled,mobile
B002825,C00829,H003,H003-R023,2025-05-20,2025-06-12,2025-06-14,2,EUR,342.33,confirmed,expedia
B002826,C02834,H002,H002-R016,2025-07-16,2025-07-19,2025-07-21,2,EUR,411.68,cancelled,mobile
B002827,C00143,H001,H001-R025,2025-03-07,2025-03-08,2025-03-10,2,EUR,404.8,no_show,mobile
B002828,C00394,H003,H003-R023,2025-01-06,2025-01-27,2025-02-01,5,EUR,648.86,confirmed,walk_in
B002829,C00476,H001,H001-R002,2025-06-16,2025-06-24,2025-06-25,1,EUR,141.52,cancelled,booking.com
B002830,C01725,H003,H003-R004,2025-03-27,2025-04-10,2025-04-11,1,EUR,192.68,no_show,mobile
B002831,C01914,H007,H007-R015,2025-03-05,2025-03-23,2025-03-24,1,USD,143.21,checked_out,booking.com
B002832,C01408,H001,H001-R008,2025-04-21,2025-05-07,2025-05-09,2,EUR,351.08,checked_out,web
B002833,C02806,H004,H004-R011,2025-04-30,2025-05-07,2025-05-08,1,USD,127.31,confirmed,expedia
B002834,C02896,H005,H005-R021,2025-05-28,2025-06-19,2025-06-20,1,GBP,163.37,confirmed,web
B002835,C01837,H008,H008-R025,2025-07-07,2025-07-11,2025-07-13,2,GBP,321.31,checked_out,mobile
B002836,C00804,H008,H008-R008,2025-04-15,2025-05-09,2025-05-12,3,EUR,359.45,checked_out,mobile
B002837,C01875,H004,H004-R005,2025-03-29,2025-04-15,2025-04-19,4,EUR,718.35,checked_out,booking.com
B002838,C01248,H008,H008-R022,2025-03-04,2025-03-09,2025-03-12,3,EUR,407.18,checked_out,walk_in
B002839,C02960,H007,H007-R010,2025-01-30,2025-02-05,2025-02-07,2,EUR,352.37,confirmed,expedia
B002840,C00918,H008,H008-R019,2025-04-07,2025-04-09,2025-04-10,1,EUR,174.33,checked_out,mobile
B002841,C00969,H001,H001-R010,2025-03-02,2025-03-13,2025-03-17,4,EUR,828.61,confirmed,booking.com
B002842,C01722,H006,H006-R022,2025-02-12,2025-02-13,2025-02-14,1,EUR,161.38,checked_out,web
B002843,C01194,H005,H005-R015,2025-02-06,2025-02-06,2025-02-08,2,USD,307.96,confirmed,expedia
B002844,C02085,H004,H004-R014,2025-04-29,2025-05-20,2025-05-24,4,EUR,580.13,cancelled,booking.com
B002845,C00526,H001,H001-R008,2025-02-24,2025-03-05,2025-03-07,2,EUR,257.25,confirmed,web
B002846,C00551,H003,H003-R011,2025-05-08,2025-05-28,2025-05-30,2,EUR,343.63,confirmed,mobile
B002847,C02202,H008,H008-R020,2025-01-11,2025-01-26,2025-02-01,6,GBP,1102.23,checked_out,web
B002848,C01859,H007,H007-R010,2025-04-06,2025-04-15,2025-04-17,2,GBP,370.4,checked_out,web
B002849,C01174,H004,H004-R017,2025-06-10,2025-07-01,2025-07-04,3,EUR,373.05,confirmed,expedia
B002850,C00474,H002,H002-R005,2025-05-15,2025-06-05,2025-06-06,1,EUR,164.29,confirmed,mobile
B002851,C00871,H001,H001-R008,2025-05-03,2025-05-28,2025-06-01,4,EUR,623.6,no_show,booking.com
B002852,C01902,H003,H003-R012,2025-04-20,2025-05-06,2025-05-12,6,USD,980.96,confirmed,expedia
B002853,C02810,H001,H001-R025,2025-04-20,2025-05-15,2025-05-20,5,EUR,1028.27,confirmed,walk_in
B002854,C01729,H005,H005-R014,2025-06-30,2025-07-18,2025-07-22,4,GBP,572.57,cancelled,mobile
B002855,C02540,H003,H003-R002,2025-04-14,2025-04-27,2025-04-29,2,EUR,348.09,confirmed,walk_in
