payment_id,booking_id,provider,status,amount,currency,transaction_date
PQED3470KW,B000677,stripe,captured,588.58,EUR,2025-06-22
PAVFNR8PG7,B004871,paypal,captured,304.08,EUR,2025-04-13
PMYXBF4K8Y,B001822,stripe,captured,722.63,EUR,2025-04-19
PX8IYR4SB4,B005094,pos,captured,277.87,EUR,2025-07-05
P7QZ66X1JK,B003091,adyen,captured,722.47,EUR,2025-06-14
PLGAZAEKY7,B004907,stripe,failed,209.69,EUR,2025-01-11
PZWFFG5TFI,B000356,paypal,captured,895.2,USD,2025-05-30
PURKAKVZ5J,B000574,pos,authorized,802.08,EUR,2025-03-22
P9DJ7F90MG,B005118,stripe,authorized,119.05,GBP,2025-04-12
PNRVOM2SOP,B001249,adyen,captured,381.91,USD,2025-05-17
PE3RLZ8CHJ,B002412,adyen,captured,363.45,EUR,2025-03-16
PNC41TDHCK,B001307,stripe,captured,386.86,EUR,2025-06-04
PBQ0FMC07Y,B003500,stripe,authorized,681.3,ZZZ,2025-07-23
PAOWU3N2CP,B003225,stripe,failed,669.54,EUR,2025-03-16
PQIQ30DDPR,B002296,pos,refunded,654.75,EUR,2025-05-12
PPYXV4KEDQ,B001306,adyen,refunded,594.81,EUR,2025-03-11
PV90YX9VTH,B000833,stripe,captured,1046.19,USD,2025-03-17
PRURP7C39L,B005268,adyen,captured,219.03,EUR,2025-01-23
P0FG36QA07,B000540,paypal,authorized,256.2,USD,2025-06-06
P8VR7I8XY6,B001212,adyen,captured,477.74,EUR,2025-05-15
PGYIRS1IG3,B002676,stripe,captured,352.48,EUR,2025-06-24
PTCW3AZYGE,B005700,adyen,captured,119.95,USD,2025-05-15
PMOEZKAGVQ,B005700,paypal,captured,171.36,USD,2025-05-16
P6K5OVD28I,B003184,paypal,captured,844.72,GBP,2025-04-23
P1M8VBYIJN,B003537,stripe,captured,424.8,EUR,2025-06-01
PFGYVS7RFO,B001055,pos,captured,162.79,EUR,2025-04-27
PX5MC934O2,B002585,pos,captured,119.24,EUR,2025-02-12
PFTEX5UHDG,B005854,adyen,captured,500.14,EUR,2025-03-02
PBUHSEVO85,B001057,stripe,failed,428.34,EUR,2025-03-05
PFQNNNGCJD,B005196,stripe,failed,173.93,EUR,2025-06-09
PU0UWASNEI,B004631,paypal,captured,255.28,EUR,2025-06-30
PLZ89Z6PFA,B002811,paypal,captured,428.74,EUR,2025-06-30
PZGCF6YBKY,B002811,adyen,failed,612.49,EUR,2025-07-09
PRCCYFIMS1,B000946,stripe,captured,1047.49,EUR,2025-04-05
POQNHZ9SSL,B001814,adyen,captured,416.14,EUR,2025-02-26
PN7P1QJX08,B003161,pos,chargeback,623.47,EUR,2025-07-09
PSWD8Y27JB,B003516,paypal,captured,1489.72,USD,2025-04-02
PNH08R6PRW,B004609,pos,captured,475.18,EUR,2025-05-19
PLQN79G2I0,B000298,pos,authorized,547.97,USD,2025-07-16
PCRCK84UGG,B003198,pos,failed,897.53,EUR,2025-02-23
PA9IG1GK30,B002941,adyen,captured,173.05,EUR,2025-06-28
POK12Q6ZCW,B001573,pos,captured,426.98,USD,2025-06-29
P9WSTDLDML,B000347,stripe,captured,796.88,USD,2025-03-07
PU6AJ96S9V,B001748,paypal,captured,217.57,EUR,2025-05-10
PPB72MZSDN,B004677,stripe,captured,385.8,GBP,2025-03-18
PU3XY7207E,B001967,paypal,captured,318.05,EUR,2025-06-20
P9SR1NDE0G,B004783,pos,captured,629.29,EUR,2025-06-02
PCX8OA2T2D,B002836,adyen,failed,359.45,EUR,2025-04-19
PKWTC5W2KV,B004387,adyen,captured,349.25,EUR,2025-05-31
PVWUHMUFXY,B001567,stripe,captured,533.43,EUR,2025-07-16
P3XB8TD735,B005621,stripe,captured,135.95,USD,2025-05-14
PCBM1EA5IM,B005621,adyen,chargeback,194.21,USD,2025-05-13
PHBFSJQH5C,B005183,adyen,refunded,121.11,EUR,2025-01-30
P0U4UONOTK,B000994,stripe,captured,148.33,USD,2025-07-01
PWUBYWAQEG,B001502,adyen,chargeback,776.63,EUR,2025-03-30
PD0Z2XHBM0,B000452,stripe,captured,594.14,EUR,2025-01-29
PZIBR4WCXQ,B002152,adyen,captured,140.55,USD,2025-02-25
PPJS6X6GB0,B002152,pos,captured,200.79,USD,2025-02-28
P91A2QFMOJ,B001915,stripe,captured,696.88,EUR,2025-05-31
PMYS3STR7Z,B004973,stripe,captured,1051.19,EUR,2025-04-19
P0HIHT91QQ,B005727,pos,refunded,566.42,EUR,2025-01-14
PTXHN588H1,B005067,adyen,captured,253.12,USD,2025-06-26
PUKD3ZT4Q9,B000481,adyen,captured,250.84,EUR,2025-07-20
POUYRQB38C,B002726,adyen,captured,716.15,EUR,2025-01-10
PW34TV2KDY,B005696,stripe,captured,562.53,EUR,2025-06-12
PI6TH08611,B003692,paypal,captured,385.24,EUR,2025-01-23
PR456RYUDN,B002751,paypal,refunded,220.81,EUR,2025-05-18
PZ7UMK0EKS,B000474,stripe,captured,613.15,EUR,2025-02-28
PJ3ERUG5HP,B003353,adyen,captured,623.65,GBP,2025-06-24
P3ZU6QJ635,B001952,paypal,captured,373.18,EUR,2025-07-23
P4L3NNAXWF,B002706,paypal,captured,437.93,EUR,2025-05-11
PLIRUNHO3F,B002706,paypal,authorized,625.61,EUR,2025-05-11
P42O7R0F2P,B004501,pos,captured,326.23,EUR,2025-07-10
P8W9JY7SKX,B002205,stripe,captured,1563.96,USD,2025-07-16
PHI71SBD5R,B004495,paypal,captured,1094.89,GBP,2025-07-21
PTI2YR53TN,B002207,pos,captured,942.16,GBP,2025-04-17
PDWQ1JNUZ9,B000725,pos,captured,220.72,EUR,2025-03-23
P5UO0QGEZQ,B000351,stripe,authorized,404.15,GBP,2025-05-21
PSHUQJJLO3,B000766,pos,failed,365.65,EUR,2025-01-05
PQE6WBD2PK,B005799,pos,captured,832.07,EUR,2025-02-20
PP1G8899YF,B000189,pos,captured,252.46,EUR,2025-02-14
PF7HY1LJDT,B003868,stripe,failed,259.13,EUR,2025-07-13
P3IMH61R6F,B004062,adyen,failed,195.56,GBP,2025-07-27
PD6ZA51FV0,B003626,paypal,captured,191.18,USD,2025-05-19
PK9WP1SU6Z,B005215,stripe,captured,420.6,EUR,2025-03-20
PCMK9S7Y1M,B004381,stripe,captured,174.82,USD,2025-04-16
PMX2NF2DW4,B000661,paypal,captured,193.77,EUR,2025-02-18
P335RUU8VL,B004679,pos,captured,219.7,EUR,2025-06-10
PEC4SH8PY4,B005716,adyen,captured,126.11,EUR,2025-02-12
PLYIOECIA2,B002810,adyen,captured,199.9,EUR,2025-04-27
PBAM8FC143,B001856,adyen,captured,406.48,GBP,2025-02-06
PE57LG1F70,B003134,pos,refunded,421.09,USD,2025-05-03
PXKFD63HPY,B005431,pos,refunded,437.42,USD,2025-03-07
PBGY6P75M8,B001593,pos,captured,787.38,EUR,2025-07-21
PWUGJ2NV2V,B002865,stripe,captured,607.98,EUR,2025-05-19
PIV1SR0VYK,B003819,pos,failed,434.78,USD,2025-04-02
PZC787S8CE,B001621,pos,captured,710.58,EUR,2025-02-22
PXCU7L9XI4,B001621,paypal,chargeback,1015.11,EUR,2025-02-21
PLYE3N8VMI,B004543,pos,chargeback,419.25,USD,2025-03-04
PY25KPITGK,B004543,stripe,captured,598.93,USD,2025-02-23
PPHQDAUKBU,B003168,stripe,authorized,912.77,USD,2025-05-02
P5NZMMKC57,B004103,paypal,authorized,471.91,EUR,2025-01-04
PKBMM58I08,B000985,stripe,captured,423.94,USD,2025-01-26
P08NB7UOBP,B000485,paypal,authorized,171.72,EUR,2025-03-13
PWO3M60L1S,B001603,paypal,captured,623.75,EUR,2025-06-22
P86XHEY2T7,B005520,adyen,captured,200.2,EUR,2025-07-06
PABL67BWIM,B003201,adyen,refunded,639.18,EUR,2025-06-09
PU30BI6T7L,B004352,stripe,captured,774.03,EUR,2025-07-16
P1LNHD6DFF,B001836,adyen,captured,222.21,EUR,2025-07-23
PRRR5Q1LJ8,B003702,pos,failed,547.48,EUR,2025-05-24
PU03AOCCV0,B000425,adyen,refunded,189.61,USD,2025-03-29
PYTSXZTHIE,B005348,paypal,captured,359.71,GBP,2025-01-14
PUV26FIJCG,B003584,stripe,captured,978.08,EUR,2025-02-13
PP3HTK1G1U,B001605,pos,captured,403.94,EUR,2025-07-23
PIB71QY9ZC,B001633,paypal,captured,581.49,EUR,2025-02-25
PS6EBI6915,B001633,pos,captured,830.7,EUR,2025-02-21
PDDQP2H3XW,B003713,adyen,captured,872.35,EUR,2025-02-01
PPD1ZRTSGN,B002356,stripe,captured,1176.92,EUR,2025-01-12
PH8EJ1HPBG,B004030,pos,captured,563.82,USD,2025-06-08
POR02H26IZ,B000086,pos,captured,339.02,EUR,2025-04-23
PA6ZMS9M38,B000086,adyen,failed,484.32,EUR,2025-04-24
PCTNN0NEA8,B003716,adyen,captured,377.19,USD,2025-03-31
PMZ13SCD1V,B005935,paypal,captured,154.07,EUR,2025-05-22
PBM7QM0A8W,B005360,paypal,captured,144.24,EUR,2025-05-19
P3I2A5EHWZ,B001618,stripe,failed,839.4,EUR,2025-05-07
P42IWIGISX,B005557,stripe,authorized,372.61,USD,2025-06-02
PU38GWZFX8,B005361,paypal,captured,830.72,EUR,2025-01-10
PPIP2BL38K,B000084,stripe,captured,185.29,EUR,2025-01-16
P6XR46IAPO,B004422,pos,captured,1008.6,EUR,2025-04-02
PLSOUX4NYG,B002884,adyen,captured,155.08,USD,2025-06-08
PMWRHUGGH2,B003871,paypal,captured,763.05,EUR,2025-02-10
PKUJ2GSRAF,B003980,pos,captured,378.72,EUR,2025-01-14
PUS6F9D7S9,B001369,pos,captured,733.7,EUR,2025-02-17
PID0YPE0LJ,B002189,stripe,captured,0.0,EUR,2025-06-30
PUVD8JBJRJ,B003956,paypal,captured,551.1,EUR,2025-06-24
PK6XS4XCAC,B002230,pos,captured,555.97,GBP,2025-06-21
PGRQTR54XQ,B000090,paypal,authorized,185.1,EUR,2025-04-04
PZYIVG5LH5,B000083,stripe,authorized,142.52,EUR,2025-01-26
P3NXDC8K09,B005907,pos,captured,436.69,EUR,2025-05-15
PTNXT9KPVH,B004948,adyen,captured,124.99,EUR,2025-03-15
P4W6N6S572,B002555,stripe,refunded,152.86,EUR,2025-07-21
PAU62B0ZD5,B002133,pos,captured,174.76,EUR,2025-02-27
PCZSAVZ14N,B002804,adyen,refunded,521.14,USD,2025-05-09
PM8ZCTK0JA,B002804,adyen,captured,744.48,USD,2025-05-11
PC9CD87LPH,B000062,pos,captured,365.19,EUR,2025-04-28
PVJ4G5P01P,B002711,stripe,captured,1051.79,EUR,2025-02-16
PO9CMZK45N,B000908,stripe,captured,613.13,GBP,2025-01-25
PLS0EIIGFX,B002055,stripe,failed,393.24,EUR,2025-05-04
PHNZRC6DX8,B001865,stripe,chargeback,351.19,EUR,2025-03-19
PR9M27GV25,B005365,pos,captured,325.93,EUR,2025-07-19
PZA5D5AIN4,B001519,adyen,failed,204.88,EUR,2025-01-17
PF95TU99E3,B005131,pos,captured,424.71,EUR,2025-06-18
PQU85HBH2E,B000902,adyen,failed,326.31,EUR,2025-05-04
P4PM8S0Z2V,B001348,adyen,failed,796.6,EUR,2025-06-23
PBYO064F3H,B005280,paypal,chargeback,1243.81,EUR,2025-05-27
P9WVIDYFZ5,B005082,adyen,captured,1144.78,EUR,2025-01-22
PMM488B39K,B002559,paypal,captured,404.27,EUR,2025-01-17
PDTD6CCLTG,B000109,paypal,captured,860.81,USD,2025-04-26
PUTETW1FVH,B004466,pos,failed,420.15,EUR,2025-07-09
P5KVFL7IGU,B005511,adyen,captured,1025.53,USD,2025-04-17
P1EXRB1OLL,B005524,stripe,captured,404.87,EUR,2025-04-07
PMR39CS9YR,B003195,stripe,captured,891.4,EUR,2025-06-25
PUYZHI56ZO,B002314,stripe,captured,822.05,EUR,2025-05-16
PGC9WZ7RRQ,B002526,stripe,captured,203.69,EUR,2025-04-26
PYP2KNVM99,B001480,pos,captured,472.32,USD,2025-05-09
PKLU2RZKHD,B005160,pos,failed,158.72,EUR,2025-03-27
PQAKT791PP,B005622,stripe,captured,609.67,EUR,2025-04-17
PNPIWNA2ZB,B002342,paypal,captured,157.35,GBP,2025-02-04
PI9ONFXY7Z,B002911,pos,authorized,219.74,EUR,2025-06-16
PLICKTIEX6,B004744,stripe,captured,653.99,EUR,2025-06-29
PMDTJ90AHR,B000528,pos,captured,218.19,GBP,2025-05-01
P1W5ZYHM50,B004686,paypal,captured,955.78,EUR,2025-06-10
P7JX7N46X7,B005855,pos,captured,613.76,EUR,2025-05-09
PTHOJ7X64W,B005457,adyen,captured,145.47,USD,2025-01-25
P6TYYAF6MZ,B001193,stripe,refunded,388.38,GBP,2025-05-19
PCJ9XVQU5M,B001497,adyen,failed,645.57,GBP,2025-03-10
PI0Z07EIJE,B000582,paypal,captured,1021.85,USD,2025-03-12
PXN8I2PA0N,B005563,paypal,failed,1092.65,EUR,2025-04-24
PK6ALPH0XL,B005553,pos,captured,738.5,EUR,2025-02-07
PSYJ8SKEJ9,B000656,stripe,failed,130.03,EUR,2025-07-17
PT0MYR0JVS,B003651,stripe,captured,130.06,EUR,2025-03-28
P6EITM4IAT,B000999,adyen,chargeback,1150.17,EUR,2025-03-24
PO2T7R4LGF,B004678,paypal,refunded,341.94,USD,2025-05-19
PVFO5B93UG,B004816,paypal,captured,961.83,USD,2025-06-23
PXQ1UKWIDR,B001383,adyen,captured,290.21,USD,2025-06-29
P520F2H1RX,B001383,stripe,authorized,414.58,USD,2025-06-30
P681P068L6,B001844,adyen,failed,411.69,EUR,2025-06-28
PXVDA6253E,B002923,pos,captured,176.76,USD,2025-04-12
PVPMMHK7W8,B004165,pos,failed,663.1,EUR,2025-02-12
PTAW629E04,B001219,paypal,chargeback,147.54,EUR,2025-04-18
P2QDFGCJU1,B000649,paypal,captured,792.81,EUR,2025-03-15
P7TGZMQ0MB,B003729,pos,captured,627.25,EUR,2025-01-13
P785KD4ZMM,B001817,adyen,refunded,532.27,EUR,2025-02-12
PO25L9L6SI,B001817,paypal,refunded,760.38,EUR,2025-02-13
P4UH9GZ45A,B004235,pos,captured,133.3,USD,2025-03-08
PWQV4FIFP8,B001252,stripe,captured,660.19,EUR,2025-03-26
P0SDAKBJ9N,B001414,adyen,authorized,436.67,EUR,2025-03-20
PCXTZ15HMJ,B005394,pos,captured,493.74,EUR,2025-06-27
P2U5UOBOWY,B003568,paypal,authorized,203.5,EUR,2025-04-09
PCQXDWZVJ1,B005337,adyen,captured,1438.36,USD,2025-01-06
PVIM45X2HG,B005513,adyen,captured,420.28,GBP,2025-01-27
P3LDEHCZXI,B003897,adyen,authorized,410.44,EUR,2025-04-10
POX3SSZO5U,B004707,adyen,captured,851.4,EUR,2025-07-16
PMPNCC1NQH,B004707,stripe,captured,1216.29,EUR,2025-07-12
PRG62YDYPZ,B001145,paypal,captured,382.38,EUR,2025-07-25
P0SI31AXG0,B002325,pos,authorized,121.91,EUR,2025-02-24
PVZ3WBBG66,B001555,adyen,authorized,161.56,EUR,2025-01-20
PMODPSHYDS,B002936,pos,captured,350.96,EUR,2025-03-21
PDO88INMGV,B001659,paypal,captured,214.11,USD,2025-01-14
PZWCTWRE0M,B002780,paypal,captured,1051.73,USD,2025-07-18
PVAC0FHBVN,B003543,pos,captured,746.75,EUR,2025-05-22
PQ1I4YJLE1,B000328,pos,captured,496.2,EUR,2025-03-10
P0VK5QWYFT,B002097,adyen,refunded,411.72,EUR,2025-07-08
PDWQM4STH6,B000912,paypal,captured,209.32,USD,2025-05-16
PSSMXHDSL8,B000128,stripe,captured,627.5,EUR,2025-03-30
PIJ0KFUNCW,B000044,stripe,captured,483.59,EUR,2025-02-18
PF3RLGDI8V,B003249,adyen,captured,488.07,USD,2025-04-08
PKUL4JMUXQ,B003249,stripe,captured,697.24,USD,2025-04-10
P9GDPVKENI,B005114,adyen,captured,1341.37,EUR,2025-06-18
PTX1PU1W4C,B002294,stripe,authorized,220.33,EUR,2025-02-09
PL8S0CWUGT,B004334,pos,captured,160.32,EUR,2025-01-12
PDWIOCQ31T,B004599,stripe,captured,270.91,USD,2025-07-11
PM19UNRRX8,B004599,stripe,captured,387.01,USD,2025-07-19
P8C5ZZ39TA,B004438,pos,captured,392.65,EUR,2025-02-11
PEXOPEWZOG,B003174,stripe,authorized,650.2,EUR,2025-05-21
P3ECFZIL2T,B000291,adyen,authorized,364.76,EUR,2025-06-03
PVTL4E8UG9,B000471,pos,authorized,179.18,EUR,2025-02-03
P4C5KNN9K5,B001549,stripe,authorized,658.64,USD,2025-02-19
PD20JDUWNX,B005020,paypal,captured,155.57,EUR,2025-02-04
P4GN2ZK5K1,B005020,pos,captured,222.24,EUR,2025-02-04
P07NXZZG9A,B005078,pos,captured,541.22,EUR,2025-06-11
P0SAQ60B1V,B005785,adyen,captured,885.9,USD,2025-01-21
POVPX6KFC1,B001742,paypal,captured,335.88,EUR,2025-03-16
P5OYFWCX1Q,B002492,pos,refunded,1056.2,EUR,2025-05-10
PVSB6WBLVP,B004002,pos,captured,200.23,USD,2025-02-01
PBLZ3RPYC9,B002028,stripe,captured,537.71,EUR,2025-07-25
P4EWIHMYTU,B005852,stripe,chargeback,131.26,EUR,2025-07-07
PYP411H2ZU,B005852,paypal,authorized,187.51,EUR,2025-07-09
PXJB4OZ56L,B000854,stripe,captured,158.31,EUR,2025-04-14
P581598G1I,B003571,adyen,captured,478.66,EUR,2025-01-09
PVAVRI5O4Q,B004534,paypal,captured,839.41,USD,2025-01-18
PQW0RRPH4O,B002111,stripe,captured,461.75,EUR,2025-07-14
P4UC2SHYS0,B004939,adyen,failed,512.91,USD,2025-05-08
PS5LCP2D3K,B003645,adyen,captured,267.82,USD,2025-06-30
PLRDPKEP8X,B005564,adyen,captured,575.32,USD,2025-03-27
PZWCRYN2DJ,B000595,paypal,failed,194.8,EUR,2025-06-29
PCJR0L72J1,B000876,paypal,captured,365.88,EUR,2025-05-15
PWA3LRA8ZF,B005588,stripe,authorized,542.89,EUR,2025-05-12
P9G424BAG9,B005491,pos,captured,884.31,EUR,2025-07-12
PYO0J6146R,B005336,paypal,captured,147.69,USD,2025-07-08
PSIZRSXRJL,B003146,pos,captured,304.33,USD,2025-06-06
PEVFYVCP74,B004351,paypal,captured,449.78,USD,2025-04-07
PELMW4BQYS,B004199,adyen,captured,1257.06,USD,2025-02-03
P43C13ZPCK,B005967,pos,authorized,121.55,USD,2025-06-15
PQ0VVIJI6O,B005967,paypal,captured,173.64,USD,2025-06-14
PQH1B29BA7,B004969,paypal,captured,247.44,EUR,2025-02-26
PM8HZINW1P,B003724,adyen,captured,1300.71,EUR,2025-05-23
PWZ35ADR7C,B005776,pos,captured,221.92,EUR,2025-04-04
PX1IYSTB1E,B002533,stripe,captured,182.88,EUR,2025-07-13
P8VDP67OYZ,B005668,pos,captured,321.73,ZZZ,2025-02-13
PRFJRLI2S7,B005668,paypal,captured,459.62,EUR,2025-02-08
PINV9I622Y,B004880,paypal,captured,774.37,USD,2025-07-19
PGYNLFMVTT,B000478,stripe,authorized,414.13,GBP,2025-05-02
PZIULWLB7Z,B001265,adyen,authorized,139.27,EUR,2025-07-16
P78N8H6XHR,B004769,stripe,authorized,861.23,EUR,2025-07-01
P1YJ1WDNE7,B005720,paypal,captured,219.0,EUR,2025-05-13
PJYK1WJ21U,B005129,adyen,captured,548.63,EUR,2025-02-01
PI6LG29FE3,B004809,adyen,captured,591.96,GBP,2025-06-29
P0SY3K5C9V,B005177,pos,captured,173.05,GBP,2025-07-11
P2NIEWMGKI,B002192,adyen,failed,317.34,USD,2025-02-22
PI0YRZPU29,B001613,stripe,captured,527.47,USD,2025-01-26
PL4IJU4GKD,B000732,pos,authorized,522.86,GBP,2025-01-28
P807CJYUTY,B000644,stripe,captured,666.05,EUR,2025-02-03
PC1KBJ0D9K,B002249,stripe,captured,524.18,EUR,2025-05-03
P75JGL4RB9,B005996,adyen,captured,213.18,EUR,2025-03-28
PEP4WOFEW4,B003492,stripe,authorized,180.19,EUR,2025-05-23
PJ97BDWT19,B001523,adyen,authorized,272.21,EUR,2025-01-14
PIGYN31NL8,B000612,paypal,captured,531.46,EUR,2025-03-24
PI7IKUNEO4,B000160,stripe,authorized,184.92,EUR,2025-03-29
POE3XQ3Z7D,B000927,adyen,chargeback,397.26,EUR,2025-03-08
PKAM916ZUR,B000806,paypal,captured,654.63,EUR,2025-02-09
P1CCIDVGU4,B005559,paypal,refunded,208.1,EUR,2025-05-30
PUSDKN6W2P,B004140,stripe,failed,146.93,EUR,2025-03-14
P3GVWXQHBY,B002596,adyen,captured,539.21,EUR,2025-07-22
P1OKVF7NRY,B005671,pos,failed,154.72,EUR,2025-05-25
PX8FAAXAXP,B000765,pos,captured,376.73,GBP,2025-06-19
P6L52QXBU6,B003863,pos,captured,285.63,EUR,2025-02-28
PPDLMWKWU9,B002792,adyen,failed,101.55,GBP,2025-07-02
PNTBZ5DOBK,B002792,adyen,captured,145.07,GBP,2025-07-03
P64Y9FO8MM,B004363,paypal,captured,807.33,USD,2025-02-27
PXN10C2GRP,B002032,paypal,chargeback,591.34,USD,2025-01-13
PRWP14A0R3,B003939,stripe,failed,212.47,USD,2025-07-23
PTAOOW8LR3,B005632,pos,failed,758.47,USD,2025-03-29
PN0WW5UC2L,B000053,pos,captured,518.84,EUR,2025-07-17
PQZ4WZP7LL,B001255,pos,failed,421.25,EUR,2025-04-01
PH8NE2246Y,B004877,paypal,captured,1072.83,EUR,2025-06-27
PRWCTE61VO,B002216,paypal,captured,960.66,EUR,2025-04-12
PGQOEOF32X,B000756,adyen,captured,366.83,EUR,2025-01-28
PIXS1ATOKL,B001478,stripe,refunded,798.27,EUR,2025-02-18
PVUHAXG1DG,B000521,adyen,authorized,152.52,EUR,2025-06-16
P2FIYM6S0V,B004211,adyen,captured,389.16,USD,2025-04-05
PQOKMHRNTG,B002191,stripe,captured,774.97,EUR,2025-01-10
PNK7CKWC3E,B000156,adyen,captured,708.83,USD,2025-01-20
PEOKCWI2Z7,B004803,stripe,captured,175.38,EUR,2025-07-12
P3TIMYDB3F,B000489,paypal,authorized,788.01,EUR,2025-05-01
PSEA2JDU5D,B000184,paypal,captured,494.91,EUR,2025-01-19
P2GX6XTFKQ,B005464,adyen,captured,507.8,EUR,2025-05-07
P05TITP8ZA,B002556,paypal,captured,568.37,EUR,2025-06-28
PXGL5B1YGY,B005782,adyen,captured,339.03,GBP,2025-02-05
PI1ASLHFT6,B000657,adyen,captured,1152.6,EUR,2025-04-01
PBDV6DE02C,B002041,stripe,captured,329.02,EUR,2025-03-01
P2U6NN9803,B000680,adyen,refunded,801.19,EUR,2025-01-12
P5BIN23LS0,B000270,stripe,captured,1051.64,EUR,2025-03-13
PZ51NTUKS8,B000809,pos,captured,306.99,USD,2025-06-19
PUFBKZ7Z81,B000385,stripe,captured,1061.93,EUR,2025-06-01
PIPVD8K221,B004377,paypal,captured,147.87,EUR,2025-05-04
POZ5X7B6EZ,B000530,pos,captured,1171.43,EUR,2025-03-30
PIJ6L3NCPK,B004882,adyen,authorized,311.06,EUR,2025-07-20
PRTJREZW06,B004882,adyen,captured,444.37,EUR,2025-07-27
PCAZ8DMX9T,B004272,paypal,captured,919.03,EUR,2025-06-11
PTXS2GKN2Q,B001726,paypal,captured,201.65,EUR,2025-06-03
PLNK3UZ1FW,B004713,pos,authorized,625.84,GBP,2025-04-21
PRQ6UA221Z,B003727,adyen,captured,127.0,GBP,2025-02-21
PTJ07TCOWM,B001800,paypal,captured,222.95,GBP,2025-06-25
PF29KMABH0,B001800,adyen,captured,318.5,GBP,2025-06-28
PTKT05YNRJ,B000393,pos,captured,130.92,EUR,2025-04-08
PLG3E3I10G,B004629,adyen,failed,469.5,EUR,2025-03-20
PBDQ8OH0WM,B001712,pos,captured,211.78,EUR,2025-03-05
P55XZYWSAJ,B004327,pos,captured,662.86,EUR,2025-06-23
PDGXLQ43N0,B005960,adyen,captured,324.15,EUR,2025-06-01
P85SHT13UN,B004436,adyen,captured,390.64,EUR,2025-02-13
PDX9ONPBVA,B005579,adyen,chargeback,177.03,EUR,2025-04-26
P6R7T4CK82,B004505,pos,failed,1321.5,EUR,2025-01-12
PRIYVCTO9R,B001956,adyen,captured,412.73,GBP,2025-06-13
PLJHFHT4RT,B004316,stripe,captured,866.37,USD,2025-03-13
PB68XNPA07,B005169,adyen,captured,560.39,EUR,2025-06-28
PEG847YCA8,B001294,stripe,captured,183.04,EUR,2025-02-24
PT34OOWAKN,B003750,pos,refunded,434.7,USD,2025-01-28
PGKM7WX5I2,B000789,pos,captured,334.98,EUR,2025-04-21
PYHURE4M7Z,B000996,adyen,captured,437.58,EUR,2025-04-10
PMQL0U1T8I,B003320,stripe,captured,222.72,EUR,2025-04-23
P7IL23RKL3,B000836,pos,captured,159.64,EUR,2025-03-27
PTQT9NF606,B005502,pos,captured,1080.99,USD,2025-02-12
P6JWINS6FH,B001440,paypal,captured,487.44,EUR,2025-01-16
PD4DN4X514,B001316,stripe,captured,125.18,EUR,2025-03-02
PAL54PMZUD,B005628,paypal,captured,488.42,USD,2025-05-05
P51FW0597Z,B001297,paypal,captured,317.32,USD,2025-03-09
PUFD4DO2QX,B002719,paypal,captured,343.09,EUR,2025-03-26
PZHVXTNUSB,B003323,paypal,chargeback,989.26,EUR,2025-03-22
P52Q7ZGKBG,B004224,adyen,refunded,828.69,USD,2025-01-05
PW85LXWSON,B004485,stripe,failed,251.5,EUR,2025-01-19
P3KEY9LOSB,B001128,paypal,refunded,209.17,USD,2025-05-09
PU4EL33IT2,B000352,pos,captured,840.74,EUR,2025-01-11
PMZ7QXYLFJ,B000283,stripe,captured,130.57,USD,2025-02-01
PTRITY10PF,B004174,adyen,captured,128.35,USD,2025-05-04
P8W3TTVM3S,B004611,stripe,failed,129.56,USD,2025-01-22
PU933QKGSM,B002797,adyen,captured,588.51,EUR,2025-07-12
PT1IXZTIZ7,B001636,paypal,chargeback,508.5,EUR,2025-03-14
PCN0EY1MXI,B002251,stripe,failed,357.81,EUR,2025-04-09
PHF5N8XHXE,B003794,paypal,captured,142.61,EUR,2025-05-02
PLDR2SFJK5,B003794,stripe,captured,203.73,EUR,2025-04-25
PLWZCLO5EJ,B001029,paypal,captured,430.24,USD,2025-03-29
PAPQL11WZQ,B005438,stripe,captured,119.19,EUR,2025-01-31
P4ZH3BMFGJ,B001134,paypal,captured,714.49,EUR,2025-05-26
PG5QF9TZ75,B002807,stripe,captured,1012.09,ZZZ,2025-02-22
PCDNV71HW8,B000023,pos,refunded,796.43,EUR,2025-07-14
PKNUJGKSSV,B002162,stripe,captured,137.61,USD,2025-03-01
PPKUE2BEMD,B002162,adyen,authorized,196.58,USD,2025-03-02
PWKBFWH691,B000112,stripe,captured,698.82,EUR,2025-04-01
PUQA9RA6BU,B000456,stripe,captured,187.76,EUR,2025-05-13
PLN59RKGEM,B000161,pos,captured,593.11,GBP,2025-05-11
P12W2UHMDH,B001734,pos,failed,0.0,EUR,2025-02-28
POJR5T3SL4,B004173,adyen,captured,156.18,GBP,2025-07-07
PCIC4M7A9N,B004173,paypal,captured,223.12,GBP,2025-07-13
PFH8306S74,B000237,adyen,captured,655.05,GBP,2025-03-03
P98B6QQMEZ,B000821,paypal,captured,479.54,EUR,2025-06-18
P0UL9XZSZB,B001702,pos,captured,766.78,EUR,2025-01-01
PWK8AP57EQ,B003076,pos,captured,385.17,USD,2025-06-14
P47X8N7AH2,B002691,paypal,captured,640.39,EUR,2025-01-24
PDA7G25HXR,B003552,stripe,captured,439.95,EUR,2025-06-23
PO8IMH0ZA0,B003141,paypal,captured,147.12,EUR,2025-05-29
PR5BH2G6D1,B003378,adyen,captured,536.73,GBP,2025-05-04
